,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,compoundVader,compoundTextBlob,Tweet_NLTK,Sentiment
485,2022-09-12 21:02:48+00:00,https://twitter.com/Washigorira/status/1569431356987293702,Washigorira,Twitter Web App,"Dubaï, Emirats Arabes Unis","ETH Daily Update (Ichimoku)

Price didn't break through $1,770 level &amp; as expected, it revisited Kijun at $1,690. This level must hold or expect it to go lower in the Kumo. 

Ethereum is now trying to hold $1,726's support. 

Potential Bullish Tenkan-Kijun Cross forming. ",19,2,2,4,0.128,"Sentiment(polarity=-0.025, subjectivity=0.35)","eth daili updat ichimoku price n't break 1,770 level amp expect revisit kijun 1,690 level must hold expect go lower kumo ethereum tri hold 1,726 's support potenti bullish tenkan-kijun cross form",positive
486,2022-09-07 06:27:00+00:00,https://twitter.com/W8X10/status/1567399012965273601,W8X10,Twitter Web App,," I bought more of ETH I believe the expected merger will be a bullish event. 

And $GEEQ because its adoption rate is only going to shoot up as they kept innovating✅

I'd invest in $PMON soon because I'm hoping to get their NFT.👍",0,0,0,0,0.1027,"Sentiment(polarity=0.13333333333333333, subjectivity=0.6333333333333333)",bought eth believ expect merger bullish event geeq adopt rate go shoot kept innovating✅ 'd invest pmon soon 'm hope get nft.👍,positive
487,2022-09-14 01:10:51+00:00,https://twitter.com/TomCrownCrypto/status/1569856165818802184,TomCrownCrypto,Twitter Web App,Blockchain,"ETH Funding is MASSIVELY bullish.. Shorters getting really over zealous with only 27~ hours to go.
Not financial advice, but there is some $ to be made providing liquidity (1x long) ",31,4,0,6,0.1,"Sentiment(polarity=0.030000000000000006, subjectivity=0.52)",eth fund massiv bullish .. shorter get realli zealous 27~ hour go financi advic made provid liquid 1x long,positive
488,2022-09-10 18:09:52+00:00,https://twitter.com/camilinpinguiin/status/1568663058221760512,camilinpinguiin,Twitter Web App,Berlin,"Read on this thread about fundraising from _io 

I agree on every part of it, this is future in the making

No more greddy VC's entering the space

Even  knows what's bang'in for the future

Crypto ETH AZERO THOL ANGELBLOCK Fundraising Fintech Bullish ",0,0,0,1,0.0772,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.25)",read thread fundrais _io agre everi part futur make greddi vc 's enter space even know 's bang'in futur crypto eth azero thol angelblock fundrais fintech bullish,positive
489,2022-09-14 02:30:24+00:00,https://twitter.com/CryptoSignalMs/status/1569876188964978696,CryptoSignalMs,Zapier.com,,"📈🚀 ETH - 🚨SIGNAL🚨 Our algorithms Identify a Bullish (BUY) Signal for $ETH at Price 1582.4726592419038 

🔁 Retweet if you want to MOON 🚀 🌕

🚀 Get these signals:  ",1,0,0,0,0.0772,"Sentiment(polarity=0.0, subjectivity=0.0)",📈🚀 eth 🚨signal🚨 algorithm identifi bullish buy signal eth price 1582.4726592419038 🔁 retweet want moon 🚀 🌕 🚀 get signal,positive
490,2022-09-14 16:48:17+00:00,https://twitter.com/MaxiCartell/status/1570092079447175168,MaxiCartell,Twitter for iPhone,Ethereum Classic is OG ,Bullish on  &amp;   🫶🥳🔥 ETH  EthereumClassic  $ETC  ETHMerge,1,0,0,0,0.0516,"Sentiment(polarity=0.0, subjectivity=0.0)",bullish amp 🫶🥳🔥 eth ethereumclass etc ethmerg,positive
491,2022-09-11 10:13:28+00:00,https://twitter.com/missversora/status/1568905556924022784,missversora,Twitter Web App,,"If we ignore the Merge hype we still have the funding matrix in favor for Bulls👀

ETH just keeps bullish✈️ ",2,1,0,0,0.0516,"Sentiment(polarity=0.0, subjectivity=0.0)",ignor merg hype still fund matrix favor bulls👀 eth keep bullish✈️,positive
492,2022-09-07 01:51:52+00:00,https://twitter.com/TradingWright/status/1567329775810932736,TradingWright,Twitter Web App,Trade with ZERO fees →,"$ETH | Ethereum 

Updated D1 outlook for ETH. 

Price respecting upside structure and breaking downside structure; bearish. 

Retracement complete, expansion to follow. 

Downside targets are: 
(1) $1422
(2) $1356 ",1,0,0,2,0.0516,"Sentiment(polarity=-0.325, subjectivity=0.7)",eth ethereum updat d1 outlook eth price respect upsid structur break downsid structur bearish retrac complet expans follow downsid target 1 1422 2 1356,positive
493,2022-09-11 01:59:51+00:00,https://twitter.com/BrilloGP/status/1568781335271190528,BrilloGP,Twitter Web App,Metaverse,UNI at 6.65 Bullish on trend (Double Bottom). Probable target at 7.50 with dip to local LOWS (20MA) for support retest Uniswap Layer2 ETH Merge PoS Staking DEX DEFI DCA HODL Buythedip DiamondHands FOMO ,2,0,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",uni 6.65 bullish trend doubl bottom probabl target 7.50 dip local low 20ma support retest uniswap layer2 eth merg pos stake dex defi dca hodl buythedip diamondhand fomo,positive
494,2022-09-07 22:57:22+00:00,https://twitter.com/BrilloGP/status/1567648246272782338,BrilloGP,Twitter Web App,Metaverse,DOT at 6.75 Bullish on trend (Double Bottom). Probable target at 8.00 with dip to local LOWS (20MA) for support retest Polkadot Layer1 ETH Merge PoS Staking DEX DEFI Buythedip DiamondHands FOMO ,1,0,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",dot 6.75 bullish trend doubl bottom probabl target 8.00 dip local low 20ma support retest polkadot layer1 eth merg pos stake dex defi buythedip diamondhand fomo,positive
495,2022-09-06 23:26:11+00:00,https://twitter.com/BrilloGP/status/1567293114091737088,BrilloGP,Twitter for Android,Metaverse,IMX at 0.85 Bullish on trend Probable target at 1.00 with dip to local LOWS for support retest ImmutableX Layer2 ETH Merge PoS Metaverse NFT Web3 FOMO ,5,1,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",imx 0.85 bullish trend probabl target 1.00 dip local low support retest immutablex layer2 eth merg pos metavers nft web3 fomo,positive
496,2022-09-14 13:07:46+00:00,https://twitter.com/BrilloGP/status/1570036587312058369,BrilloGP,Twitter Web App,Metaverse,ETH at 1550 Bullish on trend (Pullback). Probable target at 1700 with dip to local LOWS (50MA) for support retest Ethereum Layer1 Merge PoS Staking Metaverse NFT Web3 FOMO ,1,1,0,2,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",eth 1550 bullish trend pullback probabl target 1700 dip local low 50ma support retest ethereum layer1 merg pos stake metavers nft web3 fomo,positive
497,2022-09-14 14:34:19+00:00,https://twitter.com/BrilloGP/status/1570058364826308609,BrilloGP,Twitter Web App,Metaverse,UNI at 6.00 Bullish on trend (Pullback). Probable target at 6.50 (20MA) with dip to local LOWS for support retest Uniswap Layer2 ETH Merge PoS Staking DEX DEFI FOMO ,2,1,0,1,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",uni 6.00 bullish trend pullback probabl target 6.50 20ma dip local low support retest uniswap layer2 eth merg pos stake dex defi fomo,positive
498,2022-09-06 23:29:39+00:00,https://twitter.com/BrilloGP/status/1567293985856851968,BrilloGP,Twitter for Android,Metaverse,GODS at 0.32 Bullish on trend. Probable target at 0.40 with dip to local LOWS for support retest GodsUmchained GU Layer2 ETH Merge PoS Metaverse NFT P2E TCG  Web3 FOMO ,5,1,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",god 0.32 bullish trend probabl target 0.40 dip local low support retest godsumchain gu layer2 eth merg pos metavers nft p2e tcg web3 fomo,positive
499,2022-09-07 22:59:39+00:00,https://twitter.com/BrilloGP/status/1567648824742793220,BrilloGP,Twitter Web App,Metaverse,MATIC at 0.85 Bullish on trend (Consolidation). Probable target at 1.00 with dip to local LOWS (20MA) for support retest  Polygon Layer2 ETH Merge PoS Staking Disney Metaverse NFT Web3 DCA HODL Buythedip DiamondHands FOMO ,2,0,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",matic 0.85 bullish trend consolid probabl target 1.00 dip local low 20ma support retest polygon layer2 eth merg pos stake disney metavers nft web3 dca hodl buythedip diamondhand fomo,positive
500,2022-09-07 14:54:38+00:00,https://twitter.com/BrilloGP/status/1567526764116852736,BrilloGP,Twitter Web App,Metaverse,ETH at 1500 Bullish on trend (Consolidation). Probable target at 1600 (50MA) with dip to local LOWS for support retest Ethereum Merge PoS Staking Metaverse NFT Web3 DCA HODL Buythedip DiamondHands FOMO ,3,1,0,3,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",eth 1500 bullish trend consolid probabl target 1600 50ma dip local low support retest ethereum merg pos stake metavers nft web3 dca hodl buythedip diamondhand fomo,positive
501,2022-09-06 21:00:46+00:00,https://twitter.com/BrilloGP/status/1567256517245808641,BrilloGP,Twitter Web App,Metaverse,MATIC at 0.88 Bullish on trend (Consolidation). Probable target at 1.00 with dip to local LOWS (0.85)  for support retest Polygon Layer2 ETH Merge PoS Staking DEX DEFI Staking DCA Buythedip HODL Disney Metaverse FOMO ,1,1,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",matic 0.88 bullish trend consolid probabl target 1.00 dip local low 0.85 support retest polygon layer2 eth merg pos stake dex defi stake dca buythedip hodl disney metavers fomo,positive
502,2022-09-07 19:12:38+00:00,https://twitter.com/ashleyparq/status/1567591691363786754,ashleyparq,Twitter Web App,,IMX at 0.85 Bullish on trend (Head and Shoulder). Probable target at 0.95  with dip to local LOWS (20MA) for support retest ImmutableX Layer2 ETH Merge PoS Metaverse NFT P2E Web3 FOMO ,0,0,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",imx 0.85 bullish trend head shoulder probabl target 0.95 dip local low 20ma support retest immutablex layer2 eth merg pos metavers nft p2e web3 fomo,positive
503,2022-09-11 03:36:12+00:00,https://twitter.com/BrilloGP/status/1568805584237101057,BrilloGP,Twitter Web App,Metaverse,IMX at 0.85 Bullish on trend (Double Bottom). Probable target at 1.00 with dip to local LOWS (50MA) for support retest ImmutableX Layer2 ETH Merge PoS Staking Metaverse NFT P2E Web3 FOMO ,12,0,7,5,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",imx 0.85 bullish trend doubl bottom probabl target 1.00 dip local low 50ma support retest immutablex layer2 eth merg pos stake metavers nft p2e web3 fomo,positive
504,2022-09-11 03:34:24+00:00,https://twitter.com/BrilloGP/status/1568805128173666304,BrilloGP,Twitter Web App,Metaverse,MATIC at 0.92 Bullish on trend (Consolidation). Probable target at 1.00 with dip to local LOWS (20MA) for support retest Polygon Layer2 ETH Merge PoS Staking Metaverse NFT Web3 Disney FOMO ,3,0,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",matic 0.92 bullish trend consolid probabl target 1.00 dip local low 20ma support retest polygon layer2 eth merg pos stake metavers nft web3 disney fomo,positive
505,2022-09-06 20:58:48+00:00,https://twitter.com/BrilloGP/status/1567256021042888704,BrilloGP,Twitter Web App,Metaverse,DOT at 7.50 Bullish on trend (Consolidation). Probable target at 8.00 with dip to local LOWS (20MA) for support retest Polkadot Layer1 DEX DEFI ETH Merge PoS DCA  HODL Buythedip ,1,1,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",dot 7.50 bullish trend consolid probabl target 8.00 dip local low 20ma support retest polkadot layer1 dex defi eth merg pos dca hodl buythedip,positive
506,2022-09-07 22:55:23+00:00,https://twitter.com/BrilloGP/status/1567647747205111808,BrilloGP,Twitter Web App,Metaverse,UNI at 5.70 Bullish on trend (Double Bottom). Probable target at  7.00 with dip to local LOWS for support retest Uniswap Layer2 ETH Merge PoS Staking DEX DEFI Metaverse NFT Web3 FOMO ,1,0,0,0,0.0431,"Sentiment(polarity=0.0, subjectivity=0.0)",uni 5.70 bullish trend doubl bottom probabl target 7.00 dip local low support retest uniswap layer2 eth merg pos stake dex defi metavers nft web3 fomo,positive
507,2022-09-11 03:59:53+00:00,https://twitter.com/TheVale_1610/status/1568811541532741636,TheVale_1610,Twitter Web App,,"Back into ETH, seems like our system wants us to get bullish on ETH into the merge - we’ll see what happens. We’ve now gotten back into an Ethereum position, lower than we sold, but with more. Decent 3 week setup.",0,0,0,1,0.0387,"Sentiment(polarity=0.1733333333333333, subjectivity=0.2533333333333333)",back eth seem like system want us get bullish eth merg ’ see happen ’ gotten back ethereum posit lower sold decent 3 week setup,positive
508,2022-09-10 22:02:05+00:00,https://twitter.com/TradinginTime/status/1568721499430993921,TradinginTime,Tradeupdates,Donate to altoogle.eth,"Ethereum $ETH

Over the last 7 days ETH has 
mostly been showing Strength
ETH is looking Bullish
and is Trending UP

There is the potential for
the Up Trend to continue 

It has broken ABOVE the range high
Level of Interest(HTF)
Target $2,111.85
Altoogle",0,0,0,1,0.0258,"Sentiment(polarity=0.043333333333333335, subjectivity=0.43444444444444447)","ethereum eth last 7 day eth most show strength eth look bullish trend potenti trend continu broken rang high level interest htf target 2,111.85 altoogl",positive
509,2022-09-07 05:32:01+00:00,https://twitter.com/QDiepeveen/status/1567385177395195904,QDiepeveen,Typefully,"Beursplein 5, Amsterdam","Based on previous data (4 weeks old) we can determine that the market is very bullish biased around the ETH merge (see options interest strike), but positioning itself for a buy the rumour / sell the news event around the ETHmerge. ",10,0,0,1,0.0157,"Sentiment(polarity=0.04444444444444445, subjectivity=0.22222222222222224)",base previous data 4 week old determin market bullish bias around eth merg see option interest strike posit buy rumour sell news event around ethmerg,positive
510,2022-09-14 14:23:53+00:00,https://twitter.com/upsetonly/status/1570055741028945926,upsetonly,Twitter for iPhone,Edgeville,"So let’s get this straight , we just buy ETH and let it be bullish into the merge?

NEVER that simple, like I’ve been saying.",4,0,0,0,0.0039,"Sentiment(polarity=0.1, subjectivity=0.37857142857142856)",let ’ get straight buy eth let bullish merg never simpl like ’ say,positive
511,2022-09-07 09:32:12+00:00,https://twitter.com/Olemolelilalulo/status/1567445621824536582,Olemolelilalulo,Twitter Web App,,"$PLASMA has bullish utility, a doxed dev and liquidity is locked for 98 years! Come and grow with us!
PLASMA ETH 1000xgem",1,1,0,0,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",plasma bullish util dox dev liquid lock 98 year come grow us plasma eth 1000xgem,positive
512,2022-09-09 08:10:15+00:00,https://twitter.com/Marcus2O22/status/1568149773122772993,Marcus2O22,Twitter for iPad,web3 // Metaverse,"ENS✅ 3Letter✅ Bullish✅

ensdomains ENS ensdomain ETH Ethereum Metaverse web3domain Web3Names NFT NFTs  ",7,0,0,3,0.0,"Sentiment(polarity=0.0, subjectivity=0.0)",ens✅ 3letter✅ bullish✅ ensdomain en ensdomain eth ethereum metavers web3domain web3nam nft nfts,positive
513,2022-09-07 20:05:17+00:00,https://twitter.com/cathy_summer08/status/1567604940859654150,cathy_summer08,Twitter Web App,"Toronto, Canada","ETH/USD 

ETH is testing 0.618 fib level from the below🧐

Bullish case if we break above the one📈 | Local scenario ",2,0,0,2,0.0,"Sentiment(polarity=0.0, subjectivity=0.05)",eth/usd eth test 0.618 fib level below🧐 bullish case break one📈 local scenario,positive
